id,SIREN,ANNEE_CREATION,target_delta_1st_round,NAME,TAGLINE,ZIPCODE,HQ REGION,HQ COUNTRY,HQ CITY,TEAM (EDITORIAL),target_total_funding,fundoing_new,LAST FUNDING,LAST FUNDING DATE,FIRST FUNDING DATE,B2B/B2C,REVENUE MODEL,10_launch_year,11_industry_simplified,INDUSTRIES,SUB INDUSTRIES,DELIVERY METHOD,GROWTH STAGE,VALUATION (EUR),VALUATION DATE,target_rounds,FOUNDERS,0_founders_number,6_was_1_change_founders,FOUNDERS STATUSES,5_has_female,5_bis_mixte?,FOUNDERS GENDERS,FOUNDERS ACADEMIC BACKGROUND,FOUNDERS YEARS OF EDUCATION,4_phd_founder,FOUNDERS HAS A PHD,7_MBA,FOUNDERS HAS A MBA,FOUNDERS HIGHEST DEGREE YEAR,FOUNDERS UNIVERSITIES,FOUNDERS COMPANY EXPERIENCE,FOUNDERS LINKEDIN,FOUNDERS - TOP 25 PAST FOUNDERS,FOUNDERS - TOP 25 UNIVERSITIES,FOUNDERS EXPERIENCE,FOUNDERS FOUNDED COMPANIES TOTAL FUNDING,FOUNDERS IS SERIAL,3_one_founder_serial,3_one_founder_was_serial_at_creation,IS FOUNDERS FIRST COMPANY,LISTS,PRIVATE LISTS,COMPANY STATUS,ALL TAGS,FOUNDERS ESTIMATED AGE,FOUNDERS POSITION,CEO,CEO SINCE,2_ceo_profile,8_age_moyen,CEO ESTIMATED AGE,CEO ACADEMIC BACKGROUND,1_ceo_serial,NUMBER OF ALUMNI FOUNDERS THAT RAISED > 10M,NUMBER OF ALUMNI EUROPEAN FOUNDERS THAT RAISED > 10M,TECHNOLOGIES
244261,798098430,24/10/2013,7,Captain Contrat,"Platform for legal documentation, legal advice, contracts and administrative matters",75002,Europe,France,Paris,"Philippe Wagner (CEO,Co-Founder)",5,5,4,dec/2017,Jun-14,business;consumer,saas,2013,autres,legal,self-service and lawyer marketplace,,late growth stage,16000000-24000000,dec/2017,3,Philippe Wagner;Pierre Gielen,2,1,current;past,0,0,male;male,business school;university,5+;5+,0,no;no,0,no;no,2012;2012,HEC Paris; EPITECH,corporate;corporate,https://www.linkedin.com/in/philippe-wagner-0b810413/;https://www.linkedin.com/in/pierregielen/,no;no,no;no,7;3,5000000;5000000,no;no,0,0,yes;yes,,Stripe Companies;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;TG list October;bvd_2019_pred;bvd_matching_oct_2020;morphais_10112020_list_3;SoET;guessing9400;bvd_companies_oct;Target Global December;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,legal;protection;saas;document management;social;messaging;platform;chat;administration;contract management;business;consumer,31;31,"CEO,co-founder; CTO,co-founder",Philippe Wagner,Septembre 2013,business,31,31,HEC Paris ,0,,,
1478031,538485897,15/11/2011,1,QUARKS LAB,Solutions to complex security problems,75011,Europe,France,Paris,Fred Raynal (CEO),5,5,5,jun/2020,Jan-12,business,,2011,numérique,security,public safety,,late growth stage,20000000-30000000,jun/2020,5,Fred Raynal,1,0,current,0,0,male,engineer,8+,1,yes,0,no,2001,"Paris-Sud University (Paris XI),ESIEA - Ecole d'Ingénieurs en Sciences et Technologies du Numérique",mixte ,https://www.linkedin.com/in/fredraynal/?originalSubdomain=fr,no,no,16,5000000,no,0,0,yes,missed_deeptech,My saved companies;test;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;tagline_list;TG list October;bvd_2019_pred;bvd_matching_oct_2020;rounds check;SoET;guessing9400;bvd_companies_oct;Target Global December;pl_techstack_2020_11_24_success,operational,security;testing;business,46,CEO,Fred Raynal,novembre 2011,engineer,46,46,"Paris-Sud University (Paris XI),ESIEA - Ecole d'Ingénieurs en Sciences et Technologies du Numérique",0,,1,
1534628,821427465,5/7/2016,26,Astraveus,A medtech specialising in highly innovative equipment for manufacturing cell and gene therapies,75005,Europe,France,Paris,,4.91,4.91,2.94,jan/2019,Oct-18,business,manufacturing,2016,santé,health,biotechnology;medical devices,,seed stage,,,2,Jérémie Laurent,1,0,current,0,0,male,mixte ,8+,1,yes,0,no,2020,"Polytechnique, Arts et Métiers ParisTech, Université de Paris",corporate ,,,,5,,no,0,0,yes,,SMEI update Jan 2019;Biotech deeptech;EIC List for Public Accelerator;bvd_v2;Bpifrance DeepTech List v3;BPI v5;EIC Oct2020;bvd_matching_oct_2020;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,health;biotechnology;genetics;tissue engineering;business;manufacturing,27,CEO,Jérémie Laurent,juillet 2016,mixte,27,27,"Polytechnique, Arts et Métiers ParisTech, Université de Paris",0,,,
1863438,851436188,4/6/2019,12,MastOR,Co-manipulation robots for mini-invasive surgery,,Europe,France,Paris,"Pierre Campredon (CEO,Co-Founder)",4.9,4.9,1.9,jul/2020,Jul-20,business,manufacturing,2018,santé,health;robotics,medical devices,,seed stage,12000000-18000000,jul/2020,2,Pierre Campredon,1,0,current,0,0,male,engineer,5+,0,no,0,no,2013,"HEC Paris,Institut d'Optique,Collège Stanislas Paris",mixte,https://www.linkedin.com/in/pierre-campredon/,no,yes,4,4900000,yes,1,1,no,,Early stage companies to reach out (LW & OR);test;I love - still waiting;SoET;Job model sample list,operational,health;robotics;cobots;non-invasive surgery;business;manufacturing,30,#N/A,Anne Osdoit,juin 2020,mixte,39,39,"University Pierre et Marie Curie, Ecole Polytechnique",0,,,
894836,804599710,15/9/2014,#NUM!,Damae Medical,"Medical device capable of seeing biological tissues in depth, at a cellular level and in vivo",91400,Europe,France,Orsay,"David Siret (CTO,Co-Founder);Anaïs Barut (CEO,Co-Founder);Arnaud Dubois (CSO)",4.89,4.89,2.4,oct/2018,May-14,business,manufacturing,2014,santé,health,medical devices,,early growth stage,8000000-12000000,apr/2017,6,David Siret;Anaïs Barut;Arnaud Dubois,3,0,current;current;current,1,2,male;female;male,mixte;mixte;mixte,5+;5+;8+,1,no;no;yes,1,no;yes;no,2014;#N/A;2004,"HEC Paris,Institut d'Optique,Paris-Sud University (Paris XI);HEC Paris,Institut d'Optique;#N/A",corporate;corporate;mixte,https://www.linkedin.com/in/david-siret-38838683/;https://www.linkedin.com/i#N/Abarut/;#N/A,no;no;no,yes;yes;no,6;6;6,4890000;4890000;4890000,no;no;no,0,0,yes;yes;yes,missed_deeptech,SMEI;Stripe Companies;Horizon 2020 portfolio;Lakestar - Health AI;SMEI update Jan 2019;EIT DIGITAL CHALLENGE WINNERS 2015;Atomico 13/07/2020;French Female Founders;EIC List for Public Accelerator;bvd_v2;Bpifrance DeepTech List v3;BPI v5;EIC Oct2020;rounds check;morphais_10112020_list_3;Female digital tech tech 2019;EIT digital: female led digital tech companies 2020;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,health;information technology;medical;biotechnology;oncology;non-invasive;business;manufacturing,29;#N/A;49,"CTO,co-founder;CEO,co-founder;CSO,co-founder",Anaïs Barut,septembre 2014,mixte,#N/A,#N/A,"HEC Paris,Institut d'Optique",0,,,big data;computer vision;deep tech;machine learning;nanotech
1447878,828889642,3/4/2017,13,Signia Therapeutics,Breakthrough Solution for Respiratory Infections,,Europe,France,Villeurbanne,Olivier Terrier (Co-Founder);Manuel Rosa-Calatrava (Co-Founder),4.81,4.81,2.38,may/2020,Jun-18,consumer,manufacturing,2017,santé,health,biotechnology,,seed stage,,,3,Olivier Terrier;Manuel Rosa-Calatrava,2,0,current;current,0,0,male;male,university;university,8+; 8+,1,yes; yes,0,no; no,#N/A;2001,"Université Claude Bernard Lyon 1;INPG,Université de Strasbourg",mixte;mixte,https://www.linkedin.com/in/olivierterrier/;https://www.linkedin.com/in/manuel-rosa-calatrava-a392277a/,no;no,no;no,6;16,4810000;4810000,no;yes,1,0,yes;yes,missed_deeptech,Biotech deeptech;My saved companies;My saved companies;EIC List for Public Accelerator;bvd_v2;tagline_list;EIC Oct2020;bvd_matching_oct_2020;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,health;healthcare tech;biotechnology;respiratory;medical & healthcare;infection;medical technology;sustainable development goals;good health and well-being (#3);consumer;manufacturing,39;47,Associate;Associate,Philippe Personne,octobre 2018,scientific,#N/A,#N/A,"University of Paris, University Claude Bernard",0,,,
1768811,531755346,17/3/2011,102,Demeta,Development and production of fine chemistry products and specialty polymers,35000,Europe,France,Rennes,"Patrick Piot (CEO,Director)",4.81,4.81,2.44,oct/2019,Oct-19,business,manufacturing,2011,vide,,,,early growth stage,9480000-14220000,oct/2019,2,Jacques Biton,1,0,current,0,0,male,#N/A,8+,1,yes,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,EIC - Winners October 2019 - October 2020,My saved companies;EIC List for Public Accelerator;bvd_v1;bvd_v2;EIC Fund - Luis Sanchez - cut-off1;EIC Oct2020;bvd_matching_oct_2020;SoET;bvd_companies_oct;Greentech Bpifrance,operational,eic;chemical;industrial technology;material technology;advanced materials;advanced material tech;business;manufacturing,#N/A,#N/A,Patrick Piot,janvier 2017,engineer,48,48,"AgroParisTech,INSEAD",0,,,
80750,789037678,29/10/2012,8,Cozy Cloud,Personal cloud server for everyone,75009,Europe,France,Paris,"Benjamin André (CEO,Co-Founder)",4.74,4.74,3.64,jun/2016,Jul-13,consumer,,2012,électronique,telecom;home living,,,early growth stage,14545454-21818181,jun/2016,4,Benjamin André,1,0,current,0,0,male,engineer,5,0,no,0,no,2001,ENSIMAG,mixte,https://www.linkedin.com/in/benjam1andre/,no,no,11,4736363,no,0,0,yes,missed_deeptech,TS1 Morphais;TS1-ValSubset1;TS1 sublist 2;Morphais Joined List;Morphais Dataset B;bvd_v1;bvd_v2;BPI v5;tagline2_list;bvd_matching_oct_2020;Import App Links;rounds check;morphais_10112020_list_3;SoET;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,telecom;home living;hosting;app;community;banking;server;consumer,42,"CEO,co-founder",Benjamin André,janvier 2012,engineer,42,42,ENSIMAG,0,,,
1797095,833310204,8/11/2017,29,RoSi,Company offering innovative solutions for recycling and revalorization of raw materials in the PV industry,38000,Europe,France,Grenoble,Daniel Bajolet Daniel (General Manager);Yun Luo (CEO),4.7,4.7,4,may/2020,May-20,business,manufacturing,2017,énergie,energy,waste solution,,seed stage,16000000-24000000,may/2020,2,Daniel Bajolet Daniel,1,0,current,0,0,male,mixte,5+,0,no,1,yes,1970,"Ecole Nationale Supérieure d'Arts et Métiers,I.C.G",corporate,https://www.linkedin.com/in/daniel-bajolet-%E4%B8%B9%E5%B0%BC%E5%B0%94-7154591/,no,no,30,4700000,no,0,0,yes,EIC - Winners October 2019 - October 2020;missed_deeptech,EIC List for Public Accelerator;Green Deal - Call May 20;Startups FTAlps;EIC Oct2020;SoET;Job model sample list;Greentech Bpifrance,operational,energy;business;manufacturing,74,General Manager,Yun Luo,février 2017,engineer,44,44,"EPFL,Ecole Polytechnique",0,,,
1468106,823347133,17/10/2016,47,SurfactGreen,Developing and producing performing cationics and anionics biosourced surfactants,,Europe,France,Rennes,,4.7,4.7,3.1,oct/2020,Oct-20,business,manufacturing,,vide,,,,early growth stage,6400000-9600000,oct/2020,2,Pierre-Yves Divet,1,0,current,0,0,male,engineer,5,0,no,0,no,1968,Ecole nationale de chimie de strasbourg,corporate,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,,bvd_v2;bvd_matching_oct_2020;rounds check;Job model sample list;bvd_companies_oct;pl_techstack_2020_11_24_success;Greentech Bpifrance,operational,green technology;business;manufacturing,74,President,Xavier Roussel,février 2017,mixte,49,49,"INSEAD,NEOMA BUSINESS SCHOOL,Groupe Ecole supérieure d'Agriculture d'Angers.",0,,,
865638,800938920,28/2/2014,12,EnerBee,An industrial start-up developing energy harvesters,38000,Europe,France,Grenoble,Jocelyne Wasselin (CEO);Jérôme Delamare (CTO);Sam Guilaume (Chairman of the board),4.7,4.7,2.2,oct/2018,Mar-15,business,manufacturing,2014,énergie,energy;home living,clean energy,,early growth stage,8800000-13200000,oct/2018,2,Jérôme Delamare,1,0,current,0,0,male,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,no,no,6,4700000,no,0,0,yes,Deep tech spin-offs,Morphais Dataset B;LGT Clean Energy List (Europe);bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;Startups FTAlps;List Tracxn;bvd_matching_oct_2020;morphais_10112020_list_3;SoET;bvd_companies_oct;Greentech Bpifrance;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,energy;home living;battery;sensor;business;manufacturing,54,CTO ,Didier Forget,septembre 2020,mixte,#N/A,#N/A,"EM lyon business school,Ecole nationale d'ingénieurs de Saint étienne",0,,,deep tech;recognition technology
898923,809599939,5/2/2015,21,HySiLabs,HySiLabs delivers a hydrogen transportation solution: an innovative hydrogen liquid carrier,13100,Europe,France,Aix-en-Provence,Pierre-Emmanuel Casanova (Co-Founder);Vincent Lome (Co-Founder & CSO),4.64,4.64,1.4,may/2020,Dec-16,business,manufacturing,2015,énergie,energy,clean energy,,seed stage,5611500-8417250,may/2020,4,Pierre-Emmanuel Casanova;Vincent Lome,2,0,current;current,0,0,male;male,mixte;university,5+;8+,1,no;yes,0,no;no,2013;2017,"University Aix-Marseille,IAE;University Aix-Marseille",corporate;corporate,https://fr.linkedin.com/in/pecasanova;https://fr.linkedin.com/in/vlome,no;no,no;no,5;5,4642875;4642875,yes;no,1,1,no;yes,European energy startups;Hydrogen landscape;EIC - Winners October 2019 - October 2020,SMEI;Horizon 2020 portfolio;12 European Energy Storage Startups to Watch;Morphais list 3;LGT Clean Energy List (Europe);2050-VC;EIC List for Public Accelerator;Green Deal - Call May 20;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;EIC Oct2020;bvd_matching_oct_2020;SoET;Job model sample list;cOHORT;bvd_companies_oct;Greentech Bpifrance,operational,energy;vivatech2019;fuel;hydrogen;sustainable development goals;affordable and clean energy (#7);sustainable cities and communities (#11);climate action (#13);core sustainable impact;business;manufacturing,31;#N/A,"CEO,co-founder;CSO,co-founder",Pierre-Emmanuel Casanova,février 2015,mixte,31,31,"University Aix-Marseille,IAE",0,,,
964131,533958906,1/8/2011,51,QuantCube Technology,AI start-up and provider of macroeconomic and financial predictive analytics based on alternative data,,Europe,France,Paris,Ghizlaine Amrani (COO);Alexandre Damour (CTO);Thanh Long (CEO);Serge Barbosa,4.55,4.55,4.55,may/2018,Nov-15,business,saas,2013,numérique,fintech;enterprise software,,,late growth stage,18181818-27272727,may/2018,3,Serge Barbosa,1,0,current,0,0,male,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,no,no,7,4545454,no,0,0,yes,missed_deeptech,French startups;All Companies Founders - Station F;AI Landscape by tech;AI by industry;alternative data List;My saved companies;French companies;TS1 Morphais;TS1 sublist 2;Morphais Joined List;Morphais Dataset B;BCG Fintech Research;bvd_v2;Bpifrance DeepTech List v3;BPI v5;AI Europe;TG list October;Wealthtech_Europe;Trade analytics_Europe;bvd_2019_pred;bvd_matching_oct_2020;Element ventures;rounds check;morphais_10112020_list_3;SoET;guessing9400;bvd_companies_oct;Target Global December;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,fintech;enterprise software;predictive analytics;analytics;alternative data;business;saas,#N/A,#N/A,Thanh-Long Huynh,juillet 2013,mixte,45,45,"University Panthéon Sorbonne,ENSAE Paris,ESCP Business School",0,,,big data;deep tech;machine learning;artificial intelligence
1796263,833877517,6/12/2017,25,Vulkam,Micro technical parts made of amorphous metals,38400,Europe,France,Saint-Martin-d'Hères,Sebastien Gravier (President),4.5,4.5,1,feb/2020,Feb-20,consumer,manufacturing,2017,électronique,semiconductors,,,early growth stage,14000000-21000000,feb/2020,2,Sebastien Gravier,1,0,current,0,0,male,engineer,8+,1,yes,0,no,2006,Institut national polytechnique de Grenoble,mixte,https://www.linkedin.com/in/sebastien-gravier-3737386b/,no,no,11,4500000,no,0,0,yes,,bvd_v1;bvd_v2;armenia import #3;Startups FTAlps;bvd_matching_oct_2020;SoET;My saved companies;Job model sample list;bvd_companies_oct,operational,semiconductors;consumer;manufacturing,44,CEO,Sébastien Gravier,décembre 2017,engineer,44,44,Institut national polytechnique de Grenoble,0,,,
1892616,813744364,28/9/2015,58,Biodol Therapeutics,Develops first-in-class compounds for the treatment of chronic pain,34830,Europe,France,Clapiers,"Fabien Granier (CEO,Co-Founder);Pierre Sokoloff (Co-Founder,CSO)",4.5,4.5,4.5,aug/2020,Aug-20,business,manufacturing,2015,santé,health,pharmaceutical,,seed stage,18000000-27000000,aug/2020,1,Fabien Granier;Pierre Sokoloff,2,0,current;current,0,0,male;male,university;university,8+; 8+,1,yes;yes,0,no; no,2000;1981,University of Montpellier; University Pierre et Marie Curie (Paris),corporate;mixte,https://www.linkedin.com/in/fabien-granier-2a0ab043/;https://www.linkedin.com/in/pierre-sokoloff-84042833/,no;no,no;no,11;34,4500000;4500000,yes;yes,1,1,no;no,,Bpifrance DeepTech List v3;BPI v5;SoET,operational,health;business;manufacturing,47;66,"CEO,co-founder;CSO,co-founder",Fabien Granier,août 2014,scientific,47,47,University of Montpellier,1,,,
1738965,842668907,26/9/2018,#NUM!,LiMM Therapeutics,LiMM Therapeutics,2640-064,Europe,Portugal,Santo Isidoro,Henrique Veiga-Fernandes,4.5,4.5,2,apr/2019,Jun-18,,manufacturing,,santé,health,,,seed stage,8000000-12000000,apr/2019,2,Henrique Veiga-Fernandes;David Braga Malta,1,0,current,0,0,male,university;university,8+;8+,1,yes;yes,0,no;no,2002;2012,"Université Paris Descartes,University of Lisbon;University of Lisbon",mixte;mixte,https://www.linkedin.com/in/henrique-veiga-fernandes-a3223234/,no,no,13;13,4500000,yes;yes,1,1,no;no,missed_deeptech,bvd_matching_oct_2020;bvd_companies_oct,operational,health;biotechnology;manufacturing,45;34,"#N/A,co-founder;CEO,co-founder",David Braga Malta,septembre 2018,scientific,34,34,University of Lisbon,1,,,
1856151,881305544,24/12/2019,5,DiogenX,Beta-Cell recovery to counter diabetes,13008,Europe,France,Marseille,"Benjamin CHARLES (CEO,Co-Founder);Patrick Collombat (Co-Founder)",4.5,4.5,4.5,jun/2020,Jun-20,business,manufacturing,2020,santé,health,biotechnology,,seed stage,18000000-27000000,jun/2020,1,Benjamin CHARLES;Patrick Collombat,2,0,current;current,0,0,male;male,mixte;university,8+;8+,1,yes; yes,1,yes;no,2009;2004,"University of Brighton,ESSEC Business School;Université Paul Sabatier Toulouse III,Max Planck Institute",corporate;corporate,https://www.linkedin.com/in/benjamincharles/;https://www.linkedin.com/in/patrick-collombat-75a95732/,no;no,no;no,8;11,81514378;4500000,yes;no,1,1,no;yes,,2020 new healthcare companies (Ivan);test;Bpifrance DeepTech List v3;BPI v5;SoET,operational,health;diabetes;business;manufacturing,39;41,"CEO,co-founder;CSO,co-founder",Benjamin Charles,décembre 2019,mixte,39,39,"University of Brighton,ESSEC Business School",1,,,
214978,530424670,31/1/2011,16,Calixar,A world reference in the production of membrane proteins targets for drug and vaccine discovery,69008,Europe,France,Lyon,"Emmanuel DEJEAN (CEO,Co-Founder,Chairman)",4.38,4.38,2.5,mar/2020,Jun-12,consumer,manufacturing,2011,santé,health,biotechnology;pharmaceutical,,seed stage,10000000-15000000,mar/2020,3,Emmanuel DEJEAN,1,0,current,0,0,male,mixte,8+,1,yes,0,no,1997,"Université des Sciences et Techniques du Languedoc (Montpellier II),Institut national polytechnique de Grenoble,Université Joseph Fourier (Grenoble I)",corporate,https://www.linkedin.com/in/edejean/,no,no,17,4375000,yes,1,1,no,,pharma deeptech;TS1 Morphais;TS1-ValSubset1;TS1 sublist 2;Morphais Joined List;My saved companies;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;bvd_companies_oct;pl_techstack_2020_11_24_success,operational,health;biotechnology;protein;alternative protein;navigation;platform;macro-nutrients;consumer;manufacturing,50,CEO,Emmanuel DEJEAN,novembre 2010,scientific,50,50,"Université des Sciences et Techniques du Languedoc (Montpellier II),Institut national polytechnique de Grenoble,Université Joseph Fourier (Grenoble I)",1,,,
232627,529547630,1/11/2010,18,TellMePlus,Artificial intelligence powered marketing,81200,Europe,France,Aiguefonde,Jean-Michel Cambot (Chief Strategy);Emmanuel Castanier;rémi Coletta;Loïc Linais;Benoit GOURDON (CEO),4.27,4.27,,sep/2017,May-12,business,saas,2011,numérique,marketing;enterprise software,adtech;ecommerce solutions,online,seed stage,17090909-25636363,feb/2016,3,Jean-Michel Cambot,1,0,current,0,0,male,other,2,0,no,0,no,1981,Private School Computer,corporate,https://www.linkedin.com/in/jmcambot/,no,no,22,4272727,no,0,0,yes,Slush attendees - companies;Artificial intelligence,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Discarded recommendations;Mar 19 - Big Data Corp;old Insight Ventures - companies;old Insight Ventures - companies;Insight Ventures - companies;AI by industry;TS1 Morphais;TS1 sublist 2;Morphais Joined List;bvd_v2;Bpifrance DeepTech List v3;BPI v5;Discarded recommendations;bvd_matching_oct_2020;rounds check;SoET;HV Targetlist 2;bvd_companies_oct;pl_techstack_2020_11_24_success;insuretech_mckinsey_14_12_2020;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,marketing;enterprise software;analytics;saas;platform;automated process;iot;performance management;data analytics;industry 4.0;automated technology;customer management;predictive intelligence;internet of things;predictive analytics;predictive maintenance;industrial technology;industrial analytics;business,59,CTO,Benoit Gourdon,février 2016,#N/A,59,59,#N/A,1,,,big data;deep tech;machine learning;artificial intelligence
1742711,802255372,14/5/2014,55,Eligo Bioscience,Eligo Bioscience is a biotechology company that develops a new class of biotherapeutics for microbiome precision-editing,75014,Europe,France,Paris,"Xavier Duportet (CEO,Co-Founder)",4.11,4.11,4.11,jan/2019,Jan-19,business,manufacturing,2014,santé,health,biotechnology,,early growth stage,,,1,Xavier Duportet,1,0,current,0,0,male,mixte ,8+,1,yes,0,no,2014,"MIT (USA), INRIA (France),Massachusets Intitute of Technology, Institut Pasteur, CRI, AgroParistech",corporate,https://www.linkedin.com/in/duportet/,no,no,3,4113897,yes,1,1,no,missed_deeptech,Morphais Dataset B;My saved companies;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;TG list October;bvd_2019_pred;bvd_matching_oct_2020;morphais_10112020_list_3;guessing9400;bvd_companies_oct;Gold Track Scouting (EIT Health);Target Global December;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,health;biotechnology;health care;medical;business;manufacturing,34,CEO,Xavier Duportet,juin 2014,scientific,34,34,"MIT (USA), INRIA (France),Massachusets Intitute of Technology, Institut Pasteur, CRI, AgroParistech",1,,,
894907,827453614,26/1/2017,#NUM!,ThrustMe,"The new space paradigm where mass production of satellites and mega constellations is the future of Big Data, the Internet and global intelligence",91370,Europe,France,VerriÃ¨res-le-Buisson,"Ane Aanesland (CEO,Co-Founder);Dmytro Rafalskyi (CTO);Gautier Brunet (COO)",4.1,4.1,2.4,aug/2018,Jan-17,business,manufacturing,2017,électronique,telecom;transportation,mobility,,early growth stage,6800000-10200000,jun/2017,3,Ane Aanesland,1,0,current,1,1,female,mixte,8+,1,yes,1,yes,2003,"The Arctic University of Norway, HEC Paris, University Pierre et Marie Curie",mixte,https://www.linkedin.com/i#N/Aanesland/,no,no,16,4100000,no,0,0,yes,,Stripe Companies;Satellite propulsion;Space tech;Space tech;Atomico 13/07/2020;EIC List for Public Accelerator;bvd_v2;Florin SPACEE;EIC Oct2020;rounds check;SoET;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,telecom;transportation;space;aerospace;space tech;space technology;business;manufacturing,45,CEO,Ane Aanesland,janvier 2017,scientific,45,45,"The Arctic University of Norway, HEC Paris, University Pierre et Marie Curie",0,,,deep tech;hardware;virtual reality
1988173,844900639,21/11/2018,21,OSO-AI,Improving well-being and health through AI-based identification of human-related sounds,29280,Europe,France,Plouzané,Olivier Menut (CEO),4,4,4,sep/2020,Sep-20,business,manufacturing,2018,santé,health,medical devices,,seed stage,16000000-24000000,sep/2020,1,Olivier Menut,1,0,current,0,0,male,engineer,3,0,no,0,no,1997,"Grenoble INP-UGA, ENSPG, Ecole nationale Superieure de Physique de Grenoble",corporate,https://www.linkedin.com/in/olivier-menut-20837b14/,no,no,20,4000000,no,0,0,yes,missed_deeptech,My saved companies;SoET;Job model sample list,operational,health;business;manufacturing,44,CEO,Olivier Menut,novembre 2018,engineer,44,44,"Grenoble INP-UGA, ENSPG, Ecole nationale Superieure de Physique de Grenoble",0,,,artificial intelligence
1207707,804878759,23/9/2014,4,Olikrom,International key player in the field of smart pigments from research to production,,Europe,France,Pessac,Jean-François LETARD (Founding President (CEO)),4,4,4,jun/2018,Feb-15,business,manufacturing,2014,vide,,,,early growth stage,16000000-24000000,jun/2018,2,Jean-François Letard,1,0,current,0,0,male,university,8+,1,yes,0,no,2000,University of Bordeaux 1,mixte,,,,19,,no,0,0,yes,,Morphais list 3;Morphais Dataset B;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_matching_oct_2020;rounds check;morphais_10112020_list_3;SoET;bvd_companies_oct;pl_techstack_2020_11_24_success;Greentech Bpifrance;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,vivatech2019;chemistry;business;manufacturing,53,CEO,Jean-François Letard,octobre 2014,scientific,53,53,University of Bordeaux 1,0,,,
871270,800297194,11/2/2014,8,Valbiotis,Solutions for cardio-metabolic diseases prevention,17180,Europe,France,Périgny,Sébastien PELTIER (CEO),4,4,11.5,jun/2017,Nov-14,business,manufacturing,2014,santé,health;wellness beauty,,offline,early growth stage,31900000,2020,3,Jocelyn Pineau;Sébastien Peltier,2,0,current;current,0,0,male;male,mixte;university,5+;8+,1,no;yes,0,no;no,2016;2014,"IAE,CNAM,HEC (Paris);Ecole Doctorale des Sciences de la Vie",corporate; mixte,,,,15;10,,no;no,0,0,yes;yes,,Morphais Dataset B;BPI v5;bvd_2019_pred;bvd_matching_oct_2020;morphais_10112020_list_3;guessing9400;bvd_companies_oct;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,health;wellness beauty;cardiology;diabetes;biotechnology;disease;prevention;obesity;risk management;metabolism;microbiology;personal health;business;manufacturing,36;41,"CFO,co-fondateur;CEO,co-fondateur",Sébastien Peltier,décembre 2014,scientific,41,41,Ecole  Doctorale des Sciences de la Vie,0,,,
